double[][] r_val = {
{11.7, 7.1, 14.7, 10.2, 5.87, 11.0, 12.2, 12.6, 8.27, 5.46},
{8.96, 5.3, 7.08, 9.1, 14.7, 11.6, 8.27, 6.45, 13.0, 8.21},
{14.9, 5.54, 13.7, 7.76, 13.6, 11.4, 6.47, 6.7, 11.6, 9.04},
{10.3, 12.9, 9.43, 12.9, 14.2, 10.7, 8.03, 10.5, 10.9, 14.2},
{10.9, 12.1, 12.7, 9.5, 13.8, 10.7, 7.01, 13.2, 8.46, 7.79},
{5.15, 13.0, 8.24, 14.0, 6.94, 11.3, 5.77, 5.95, 10.7, 13.8},
{6.8, 13.2, 14.1, 8.43, 5.15, 11.2, 13.1, 12.7, 7.17, 9.82},
{6.98, 8.13, 6.37, 7.52, 13.3, 5.44, 11.4, 6.19, 5.44, 5.45},
{12.9, 12.2, 10.9, 12.6, 7.95, 12.7, 8.97, 11.7, 11.4, 8.45},
{10.1, 10.4, 9.46, 6.69, 11.3, 11.8, 8.63, 11.1, 14.5, 5.68},
{10.5, 6.64, 6.81, 8.05, 11.4, 11.3, 5.9, 10.7, 10.9, 8.06},
{13.1, 7.49, 14.6, 14.1, 12.7, 12.9, 9.32, 14.9, 5.91, 5.08},
{11.7, 5.35, 11.8, 13.8, 12.4, 11.9, 9.88, 9.98, 13.4, 11.0},
{10.1, 13.3, 13.9, 13.4, 11.4, 8.74, 8.83, 5.66, 9.42, 13.5},
{9.46, 12.3, 7.92, 10.8, 5.06, 14.6, 11.6, 6.74, 11.5, 5.96},
{8.75, 11.1, 8.87, 13.7, 6.56, 14.3, 9.95, 12.4, 12.6, 5.25},
{6.86, 13.6, 10.3, 8.84, 12.5, 12.5, 6.83, 11.3, 8.22, 11.3},
{6.48, 7.52, 11.0, 13.8, 12.8, 14.5, 5.32, 6.85, 7.39, 8.95},
{8.0, 9.25, 13.7, 8.66, 7.22, 6.57, 8.9, 10.5, 8.11, 8.15},
{7.73, 10.1, 11.0, 11.3, 14.6, 10.1, 10.5, 11.9, 14.4, 8.56},
{6.0, 12.5, 13.8, 7.77, 6.4, 11.6, 6.23, 10.8, 5.75, 11.5},
{9.21, 11.8, 6.62, 11.1, 12.3, 10.8, 13.0, 8.07, 7.8, 5.01},
{5.06, 11.3, 8.88, 12.6, 12.3, 11.8, 11.7, 5.13, 12.1, 10.3},
{11.3, 10.2, 5.79, 12.1, 12.6, 5.56, 13.7, 14.6, 12.2, 10.1},
{6.52, 11.7, 5.63, 10.4, 10.2, 6.21, 12.1, 10.3, 14.7, 8.95},
{6.76, 9.26, 11.4, 10.9, 5.65, 11.9, 12.2, 12.9, 10.1, 7.24},
{11.3, 12.1, 10.3, 8.41, 8.78, 7.44, 8.85, 13.9, 8.49, 6.08},
{10.9, 6.61, 7.94, 8.93, 5.05, 7.58, 6.56, 12.9, 6.64, 14.8},
{13.9, 11.8, 14.2, 9.13, 10.4, 8.76, 13.8, 13.3, 7.33, 8.07},
{8.31, 10.5, 12.5, 13.5, 10.7, 12.7, 14.0, 5.27, 13.4, 12.9},
{14.4, 9.88, 8.77, 13.2, 10.7, 7.71, 6.02, 9.87, 9.18, 8.68},
{5.91, 12.2, 14.6, 6.31, 13.7, 10.2, 8.5, 14.3, 5.61, 14.0},
{10.1, 11.9, 14.9, 14.9, 10.6, 6.89, 8.28, 5.73, 8.65, 7.11},
{12.7, 14.8, 13.2, 5.11, 8.95, 7.17, 6.37, 11.3, 7.51, 12.3},
{7.17, 5.09, 6.61, 6.23, 14.7, 14.7, 14.5, 12.9, 5.35, 10.2},
{10.1, 7.6, 8.76, 5.29, 9.35, 11.8, 11.5, 6.97, 5.81, 8.26},
{8.37, 14.6, 8.69, 9.68, 5.03, 11.7, 11.5, 5.34, 7.36, 6.97},
{9.27, 13.8, 5.8, 13.4, 12.5, 11.1, 5.35, 6.94, 11.5, 8.14},
{14.3, 7.55, 13.6, 10.3, 7.61, 10.6, 11.8, 9.21, 12.4, 5.54},
{13.2, 14.6, 7.62, 14.9, 9.42, 10.5, 9.08, 5.74, 13.9, 9.38},
{7.58, 11.1, 12.1, 12.6, 6.7, 9.96, 14.7, 7.51, 11.8, 6.07},
{5.78, 12.3, 12.8, 11.1, 9.55, 5.76, 7.62, 7.1, 13.7, 7.06},
{12.1, 7.01, 7.75, 8.06, 9.93, 5.82, 9.21, 8.6, 13.5, 14.6},
{11.0, 11.2, 12.6, 14.9, 8.19, 11.8, 8.24, 11.1, 12.0, 7.52},
{13.4, 13.6, 5.02, 12.9, 12.5, 14.9, 9.47, 10.3, 6.54, 6.5},
{8.05, 12.5, 11.1, 13.7, 14.8, 5.87, 8.27, 11.3, 8.98, 8.66},
{6.04, 12.6, 5.8, 8.04, 9.93, 9.17, 11.4, 14.0, 5.8, 8.84},
{11.3, 10.1, 14.2, 14.6, 13.5, 13.3, 9.56, 7.13, 12.8, 8.65},
{9.28, 7.87, 9.76, 5.3, 12.1, 11.1, 7.76, 14.9, 5.3, 6.52},
{6.61, 14.4, 14.1, 5.84, 9.29, 8.16, 9.43, 10.1, 7.72, 7.3},
{12.1, 6.08, 7.44, 6.27, 13.3, 13.4, 12.8, 8.81, 5.23, 5.78},
{7.28, 8.76, 8.2, 13.2, 5.81, 13.0, 10.5, 13.3, 8.4, 6.85},
{13.7, 13.6, 7.2, 13.8, 5.06, 7.91, 11.1, 5.82, 13.6, 14.3},
{5.27, 10.2, 7.59, 11.9, 14.3, 14.6, 14.5, 8.49, 11.6, 11.4},
{5.89, 13.8, 9.5, 7.49, 13.4, 12.7, 5.69, 6.5, 14.4, 8.18},
{7.36, 13.4, 6.63, 6.34, 13.4, 14.3, 6.96, 5.04, 9.79, 6.72},
{7.7, 14.4, 14.9, 7.12, 10.5, 6.69, 14.3, 6.31, 7.64, 8.09},
{6.58, 5.19, 13.5, 14.6, 14.9, 5.78, 13.1, 9.88, 11.7, 5.03},
{14.8, 12.7, 14.3, 11.6, 7.7, 6.13, 5.74, 8.04, 8.32, 11.5},
{12.9, 13.3, 10.5, 13.8, 10.5, 13.6, 7.59, 7.94, 9.49, 10.8},
{8.0, 5.38, 12.2, 11.9, 5.86, 7.03, 8.42, 13.9, 14.0, 7.27},
{9.18, 11.7, 6.49, 8.41, 8.33, 9.48, 11.6, 6.85, 12.9, 7.52},
{8.75, 14.6, 7.54, 10.1, 14.0, 12.7, 8.99, 11.6, 14.0, 5.04},
{11.1, 10.8, 7.16, 13.8, 11.5, 6.03, 6.94, 11.0, 14.4, 6.97},
{11.3, 11.4, 6.97, 8.84, 7.79, 6.53, 8.18, 10.9, 14.4, 10.3},
{12.2, 10.6, 9.18, 10.6, 10.6, 9.03, 14.4, 13.0, 11.1, 5.03},
{13.8, 14.9, 10.5, 7.63, 13.1, 12.4, 5.94, 10.1, 7.19, 12.6},
{7.23, 9.97, 9.31, 8.19, 7.57, 13.0, 11.2, 13.4, 12.7, 11.1},
{13.6, 11.6, 9.44, 5.8, 12.2, 9.48, 9.06, 14.6, 11.8, 13.5},
{11.2, 14.7, 10.4, 7.09, 8.93, 6.85, 10.6, 11.1, 6.08, 10.1},
{13.9, 9.5, 11.6, 13.3, 11.8, 8.36, 7.54, 10.8, 13.4, 5.74},
{10.9, 12.0, 8.71, 14.3, 9.89, 7.94, 12.2, 10.4, 10.3, 9.33},
{10.9, 5.45, 8.1, 13.9, 6.54, 9.33, 8.43, 13.2, 11.4, 6.08},
{11.7, 10.8, 11.3, 6.36, 12.6, 8.05, 12.0, 12.6, 7.8, 13.6},
{5.92, 6.02, 12.7, 7.56, 11.4, 6.06, 8.04, 13.1, 6.04, 7.16},
{12.3, 9.15, 11.2, 7.97, 15.0, 13.7, 5.05, 12.6, 11.7, 6.01},
{14.7, 5.04, 12.2, 11.0, 11.2, 9.92, 6.38, 11.2, 13.1, 7.09},
{13.9, 13.2, 5.3, 7.67, 8.62, 8.96, 5.91, 13.5, 8.2, 14.0},
{13.1, 13.4, 14.3, 8.52, 7.4, 13.0, 9.84, 8.2, 8.71, 6.73},
{12.4, 14.7, 7.32, 12.5, 6.86, 8.75, 13.2, 14.5, 10.2, 11.0},
{8.82, 8.51, 6.43, 7.38, 13.3, 10.5, 10.8, 10.0, 9.35, 7.74},
{14.7, 5.5, 5.49, 7.76, 6.8, 5.85, 9.42, 10.9, 5.85, 9.71},
{10.8, 5.31, 5.92, 13.8, 14.2, 5.17, 5.15, 6.97, 14.8, 7.05},
{12.8, 12.4, 13.1, 9.62, 11.2, 14.6, 7.31, 5.98, 12.7, 12.5},
{12.0, 9.89, 12.3, 9.78, 8.73, 9.62, 11.8, 8.79, 13.1, 5.7},
{11.6, 14.3, 5.55, 11.4, 9.14, 8.5, 8.6, 7.16, 7.08, 8.42},
{11.8, 12.9, 14.7, 12.0, 11.1, 14.5, 9.67, 9.66, 10.7, 12.5},
{9.77, 11.2, 7.43, 6.04, 6.27, 11.6, 11.7, 14.0, 13.5, 9.55},
{10.2, 10.2, 11.5, 7.08, 7.99, 12.6, 11.1, 9.88, 12.2, 5.44},
{13.5, 11.2, 8.82, 10.8, 8.65, 14.0, 8.94, 13.7, 9.18, 9.18},
{13.0, 10.6, 9.71, 9.76, 13.3, 12.8, 13.1, 13.7, 7.28, 6.95},
{8.2, 10.2, 8.93, 11.7, 5.89, 7.27, 14.7, 6.46, 13.1, 10.2},
{5.89, 5.01, 6.41, 14.0, 9.42, 8.04, 9.76, 14.8, 14.3, 9.85},
{13.3, 6.57, 10.5, 8.78, 12.6, 5.47, 11.1, 12.4, 10.5, 12.1},
{12.2, 11.1, 14.9, 8.06, 14.2, 6.96, 11.6, 13.8, 14.1, 5.78},
{9.26, 8.16, 9.58, 14.3, 9.27, 11.6, 6.42, 6.16, 5.92, 8.72},
{6.91, 12.8, 12.2, 7.52, 6.08, 8.02, 11.6, 14.8, 6.99, 8.22},
{7.62, 11.4, 7.97, 10.7, 5.43, 10.8, 7.76, 7.57, 12.3, 10.5},
{6.42, 13.9, 6.56, 14.4, 12.9, 10.5, 7.3, 9.66, 12.3, 6.03},
{8.05, 13.3, 8.33, 14.7, 12.8, 5.31, 9.99, 7.71, 12.6, 8.87}};
double[][] v_val = {
{0.3, 0.128, 0.676, 0.407, 0.112, 0.371, 0.977, 0.848, 0.814, 0.401},
{0.319, 0.964, 0.941, 0.486, 0.0547, 0.972, 0.769, 0.966, 0.802, 0.907},
{0.565, 0.979, 0.52, 0.0625, 0.119, 0.124, 0.168, 0.931, 0.225, 0.278},
{0.744, 0.0131, 0.0338, 0.0374, 0.731, 0.0789, 0.42, 0.519, 0.239, 0.74},
{0.779, 0.474, 0.378, 0.42, 0.923, 0.952, 0.647, 0.083, 0.972, 0.99},
{0.374, 0.301, 0.41, 0.0291, 0.488, 0.526, 0.716, 0.0583, 0.171, 0.655},
{0.224, 0.687, 0.155, 0.23, 0.123, 0.631, 0.721, 0.886, 0.768, 0.327},
{0.668, 0.882, 0.698, 0.651, 0.796, 0.814, 0.0265, 0.974, 0.683, 0.866},
{0.12, 0.999, 0.803, 0.187, 0.716, 0.141, 0.248, 0.245, 0.893, 0.386},
{0.616, 0.26, 0.562, 0.875, 0.823, 0.0589, 0.372, 0.683, 0.9, 0.945},
{0.209, 0.498, 0.0417, 0.445, 0.68, 0.2, 0.447, 0.0163, 0.259, 0.538},
{0.741, 0.0682, 0.992, 0.395, 0.00878, 0.896, 0.931, 0.353, 0.73, 0.371},
{0.702, 0.535, 0.142, 0.493, 0.864, 0.947, 0.827, 0.139, 0.976, 0.792},
{0.55, 0.62, 0.533, 0.475, 0.638, 0.884, 0.171, 0.281, 0.431, 0.467},
{0.809, 0.939, 0.597, 0.541, 0.641, 0.545, 0.333, 0.648, 0.131, 0.579},
{0.757, 0.983, 0.423, 0.972, 0.00549, 0.309, 0.827, 0.455, 0.837, 0.856},
{0.297, 0.664, 0.765, 0.808, 0.0459, 0.715, 0.0198, 0.221, 0.727, 0.235},
